"","date","text","Status..Rescheduled..Postponed..Cancelled.","Artist.Festival.Name","Genre","US..yes.no.","Refund.","Press.Release.Link.","Popularity..","cancellation_text","url","article_text"
"156","17-Mar","Australia's live industry is on the ""brink of collapse"" and will require emergency government funding for the months ahead, trade body Live Performance Australia warns.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"157","17-Mar","New Orleans Jazz & Heritage festival, scheduled to take place April 23:26 and April 30: May 3, will now be moved to the fall.","P","New Orleans Jazz & Heritage festival","Festival","Yes",NA,NA,NA,"New Orleans Jazz & Heritage festival covid cancel refund","http://www.experienceneworleans.com/jazz-birthplace.html",""
"158","17-Mar","Indigenous Australian artist Thelma Plum tests positive for COVID:19. Plum says she's ""feeling good,"" but she'll be kept in a Brisbane hospital until Friday, or later.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"159","17-Mar","The Monster Energy Up & Up Festival has announced that it will be postponing its eight festival events with TroyBoi this spring. According to the statement,Â Miami:Ohio, UNCW, Penn State and Virginia Tech will likely be rescheduled for late summer. SJSU, University of Oregon, Oregon State University and Washington State University will likely be rescheduled for early fall.","p","Monster Energy Up & Up Festival","Festival","Yes",NA,NA,NA,"Monster Energy Up & Up Festival covid cancel refund","https://upandupfestival.com/",""
"160","17-Mar","Rhymesayers Entertainment announced the postponement ofÂ tours and shows for Brother Ali, Sa:Roc, deM atlaS and Nikki Jean.Â Grievesâ€™ March through April Cheers Tour has officially been cancelled and Grievesâ€™ Boomerang Effect Festival, including Sa:Roc, on May 1 in Fort Collins, CO has been rescheduled for October 24, 2020.","P","Rhymesayers Entertainment","Rap/R&B","Yes",NA,NA,NA,"Rhymesayers Entertainment covid cancel refund","https://www.rhymesayers.com/",""
"161","17-Mar","ZZ Top announced that their March 20: 28 residency at The Venetian Theatre inside The Venetian Las Vegas has been rescheduled out of an abundance of caution.","R","ZZ Top","Rock","Yes",NA,NA,NA,"ZZ Top covid cancel refund","https://ultimateclassicrock.com/refund-concerts-covid-19/","StubHub isn't the only one evolving its model during the pandemic. Ticketmaster recently changed the wording of its policy, which had previously said that fans could receive a refund if their concert was “postponed, rescheduled or canceled”; now it only lists cancellation as a reason for buyers to get their money back. It’s these “adapted” policies that have angered some fans. When fans buy tickets to a concert or sporting event, they agree to abide by the seller’s refund policy before completing the transaction. For most, this is a small and forgettable step: Click the box that says “accept,” get the tickets and move on. While cancellations generally receive automatic refunds, postponed or rescheduled shows - a category the large majority of 2020 concerts would currently fall under - wade into a gray area that is often handled on a case-by-case basis. “In the past, with a routine volume of event interruptions, we and our event organizers have been able to consistently offer more flexibility with refunds for postponed and rescheduled events,” Ticketmaster said in a statement. “However, considering the currently unprecedented volume of affected events, we are focused on supporting organizers as they work to determine venue availability, new dates and refund policies, while rescheduling thousands of events in what continues to be an evolving situation.” Meanwhile, StubHub insists “it is currently impossible for us to offer immediate cash refunds to all buyers.” The ticketing giant is instead offering a coupon for fans to use toward a future purchase, valued at 120 percent of the original purchase. These numbers, of course, are of little concern to individual concertgoers who are much more focused on their own outlays. A ticket buyer in Wisconsin has already filed a class-action lawsuit against StubHub, claiming that the company's financial constraints ""are entirely of its own making"" and that altering its refund policy from cash to coupons is ""cruel and wrong."" Meanwhile, many fans admit they are unlikely to return to live shows even once social-distancing bans are lifted."
"162","17-Mar","The Rolling Stones announced that their 15:date No Filter Tour has been postponed. ""We're hugely disappointed to have to postpone the tour,"" the band said in a statement. ""We are sorry to all the fans who were looking forward to it as much as we were, but the health and safety of everyone has to take priority. We will all get through this together:: and weâ€™ll see you very soon.â€","P","The Rolling Stones","Rock","Yes",NA,NA,NA,"The Rolling Stones covid cancel refund","https://www.rollingstone.com/pro/news/aeg-live-nation-ticket-master-covid19-refunds-986845/","In the last week, both Live Nation and AEG — the two biggest live-entertainment companies, in that order — announced refund-related procedures for fans in possession of now-unusable concert tickets. Understandably, people have questions. Can I get a refund for my canceled concert? AEG is automatically refunding patrons for canceled concerts — meaning that concertgoers won’t have to do anything other than wait for their money to reappear. If the show you were planning to attend was being put on by Live Nation, you still have to request a refund — yes, even if it was canceled. According to a statement acquired by Rolling Stone, Live Nation is offering full refunds, but their venues are also offering credit for future ticket purchases through a new program called Rock When You’re Ready. In this scenario — assuming a fan doesn’t want a refund and still plans on putting that money toward a concert — once the bans on mass gatherings are lifted, patrons will be able to receive up to 150 percent of their ticket value in “concert cash” (So, if fans spent $200 on tickets, they would receive $300 in credit.) On the other hand, if they would rather take a charitable route, patrons can donate their tickets via Live Nation’s Hero Nation program. These options become available on May 1st. At that point, patrons have 30 days following cancelation to select their choice. As of now, it’s not clear how long the refunds will take to be fully processed by either Live Nation or AEG. On the AEG-owned AXS’ website, though, a Help Center page states that “if your event is cancelled, we’ll automatically refund the credit card used for purchase (usually within 30 business days of the cancellation announcement).” The page reminds patrons who bought their tickets at the venue’s box office to “please take the tickets directly to the box office for a refund.” Can I get a refund for my postponed concert?  Also starting May 1st, AEG will give patrons 30 days to request a full refund to shows that have already been rescheduled with solidified dates. Tickets for shows that have been postponed — but do not yet have publicly confirmed replacement dates — will not be eligible for refunds until new dates are announced. “For shows that have already announced a rescheduled date, you will receive an email from the ticketing company starting on May 1st with instructions on how to refund your tickets,” reads a statement acquired by Rolling Stone. “You will have 30 days from the time the email is sent to you to request your refund. Tickets purchased after the rescheduled date has been announced will not be eligible for this refund.… If your show hasn’t announced a new date yet, please hold on to your tickets. You will be receiving an email notification from the ticketing company when the show is rescheduled, along with information on how to request a refund should you choose not to attend the rescheduled event. Note that if you wish to attend the rescheduled show, your original tickets will remain valid for the new date.” Patrons of Live Nation have the same 30-day window of time to request a full refund to rescheduled shows that have new dates. However, Live Nation is also presenting people in this scenario the opportunity to use their Rock When You’re Ready program’s “concert cash” credit. So, patrons can either get a refund for a rescheduled show, simply use their original ticket to attend a rescheduled show, or they can turn the price of that ticket into credit to be used toward any future ticket purchases at any Live Nation venue in the U.S. and Canada. A Live Nation representative also told Rolling Stone, “If a show is rescheduled and a fan attends the new date, [the company will] give them $15 or $20 (depending on venue) in Live Nation Concert Cash for every ticket used. So if they use four tickets, they would get $80 in credit.”"
"163","17-Mar","The 20th edition of Australia's Splendour in the Grass festival is postponed from July to October.","P","Splendour in the Grass festival","Festival","No",NA,NA,NA,"Splendour in the Grass festival covid cancel refund","https://tonedeaf.thebrag.com/splendour-in-the-grass-postponed/","All tickets purchased for the original Splendour dates will be valid for these news dates. Ticket holders who will not be able to attend the festival will be eligible for a refund."
"164","17-Mar","ZZ Top's March 20:28 Las Vegas residency has been rescheduled ""out of an abundance of caution,"" a statement from the group read. ""We will make a return engagement at The Venetian with specific dates to be announced soon. Thank you for understanding and look forward to seeing you all in Vegas soon!""","R","ZZ Top","Rock","Yes",NA,NA,NA,"ZZ Top covid cancel refund","https://ultimateclassicrock.com/refund-concerts-covid-19/","StubHub isn't the only one evolving its model during the pandemic. Ticketmaster recently changed the wording of its policy, which had previously said that fans could receive a refund if their concert was “postponed, rescheduled or canceled”; now it only lists cancellation as a reason for buyers to get their money back. It’s these “adapted” policies that have angered some fans. When fans buy tickets to a concert or sporting event, they agree to abide by the seller’s refund policy before completing the transaction. For most, this is a small and forgettable step: Click the box that says “accept,” get the tickets and move on. While cancellations generally receive automatic refunds, postponed or rescheduled shows - a category the large majority of 2020 concerts would currently fall under - wade into a gray area that is often handled on a case-by-case basis. “In the past, with a routine volume of event interruptions, we and our event organizers have been able to consistently offer more flexibility with refunds for postponed and rescheduled events,” Ticketmaster said in a statement. “However, considering the currently unprecedented volume of affected events, we are focused on supporting organizers as they work to determine venue availability, new dates and refund policies, while rescheduling thousands of events in what continues to be an evolving situation.” Meanwhile, StubHub insists “it is currently impossible for us to offer immediate cash refunds to all buyers.” The ticketing giant is instead offering a coupon for fans to use toward a future purchase, valued at 120 percent of the original purchase. These numbers, of course, are of little concern to individual concertgoers who are much more focused on their own outlays. A ticket buyer in Wisconsin has already filed a class-action lawsuit against StubHub, claiming that the company's financial constraints ""are entirely of its own making"" and that altering its refund policy from cash to coupons is ""cruel and wrong."" Meanwhile, many fans admit they are unlikely to return to live shows even once social-distancing bans are lifted."
"165","16-Mar","Guns Nâ€™ Roses postponed all of their upcoming South American tour dates. Previously, just the Costa Rican date was rescheduled.","P","Guns and Roses","Rock","No",NA,NA,NA,"Guns and Roses covid cancel refund","https://www.nme.com/blogs/coronavirus-every-cancelled-gig-tour-festival-how-to-ticket-refund-2624274","When it comes to getting your money back for shows that have been cancelled or postponed, Citizen’s Advice Bureau state that if the ticket was bought from an official ticket seller and not a secondary site “you can get a refund if the organiser cancels, moves or reschedules the event.” It is likely that you’ll only get the face value of the ticket back however and not any booking fees or postage costs. Contact your ticket seller for full details of how to get a refund. They added: “We are sensitive to the fact that the pandemic has caused hardships for many of you, this is why we decided to cancel our headline shows so you all can receive refunds now.”  We’re excited to announce that the rescheduled dates for our double-header with @Korn_official, @FaithNoMore, @Helmet_music, and @RussianCircles have been confirmed for May 21 & 22, 2021. Existing tickets will be honored for the new dates. We look forward to bringing this weekend to life next year when it is safe for our fans, crew, and venue staff. Thank you for your patience and understanding.⁣ ⁣ ⁣ ⁣For refund inquiries, please visit livenation.com/refund.  Although it comes as no surprise, we are unable to make it across the pond this summer… LUCKILY we have confirmed almost the entire run for next year! . All tickets for rescheduled shows will be valid in 2021, but if you can't make it, please refer to point of purchase for additional ticketing/refund information Stay safe and stay tuned for more updates! . 18/06/21 – Luxembourg City, LU – Den Atelier 19/06/21 – Schessel, DE – Hurricane Festival 20/06/21 – Neuhausen Ob Eck, DE – Southside Fest 22/06/21 – Frankfurt, DE – Batschkapp 23/06/21 – Prague, CZ – Lucerna Music Bar 24/06/21 – Warsaw, PL – Proxima 27/06/21 – Cologne, DE – E-Werk 28/06/21 – Berlin, DE – Huxleys 30/06/21 – Oslo, NO – Parkteatret 06/07/21 – Manchester, UK – Academy 07/07/21 – London, UK – O2 Academy Brixton 08/07/21 – Cheltenham, UK – 2000Trees Festival 10/07/21 – Glasgow, UK – TRNSMT Festival TBA- Amsterdam, NL – Amsterdamse Bostheater Tickets for the original dates will remain valid for the new dates but refunds will be available if required in due course.Thank you for your understanding. Stay safe, and we look forward to seeing you in 2021. After postponing their North American headline dates until May 20, Rage Against The Machine have now confirmed their entire 2020 reunion tour will be rescheduled for 2021. The band have also confirmed any fans wanting refunds “in this difficult time” will be granted one from their point of purchase. Run The Jewels will remain as support on the new dates.  Regretfully, we have to postpone or cancel our 2020 European tour dates. Most tour dates have been rescheduled for the same time period in 2021 and we very much look forward to seeing you then. Existing tickets for rescheduled shows remain valid for the new dates. If you can’t make the new date, please check at your point of purchase for a refund. xo, Team Bright Eyes The band have cancelled their huge homecoming show in Leicester as the coronavirus pandemic continues. The group were meant to headline Victoria Park on June 20, with support from Sam Fender, Easy Life and Inhaler. Fans have been told to keep an eye out from the ticket agent they purchased passes from for refund details. The National have cancelled their Japanese dates, which were due to take place in Tokyo on March 17 and 18. “We look forward to returning in the future and performing for our friends in Japan,” they wrote on Twitter, adding that refunds would be available from the point of purchase. The punk legend was booked to perform in France but is now rescheduling most of the dates. Ticketholders for gigs in Montpellier and Besançon will be refunded. The LA musician has confirmed her European tour has been postponed after the new travel ba was imposed by Trump. “Tickets will be refunded at point of sale and I hope to return later this year,” she said in a statement. “Due to the escalating Coronavirus Pandemic we have rescheduled the tour for August. As you know our primary concern has and will always be the safety of our community. All tickets for April will be valid for the new dates. If you’re unable to attend you’ll be able to get a refund at your point of purchase. Be safe, look after each other and we’ll see you in August.”  Hello friends! We are postponing the Southampton show on Thursday 19th March to Wed 3rd June. All tickets will still be valid or full refund at point of purchase. This is due to our responsibility as citizens, event organisers and fathers. We do not want to help the spread of the COVID-19 virus, OBVIOUSLY. This situation is unfounded in our time and to act hastily or irresponsibly now could have very serious repercussions on the mothers of our children or children. That is something we do not fuck with. Thank FUCK for the NHS and those glorious fucking nurses and doctors. We will have a full statement on all up and coming shows soon as things develop. Joe x  We are very sorry to announce that we are no longer able to move forward with our South American and US tours planned in March & April.  With the postponement of both Lollapalooza and Coachella, we have considered all options to perform our own shows in these cities & still reach our fans, but with local advisories & restrictions in response to COVID-19, it is just not possible. Bans on some international travel have made it impossible for some members of our band & crew to travel to these countries. With these things so constantly changing, we cannot risk not being able to be at home to support and look after the more vulnerable members of our communities and families. With these tours no longer being possible, we have absorbed a huge financial loss, and it has left us in a very challenging position, but we will be around to fight another day. For this, we feel very fortunate.  Our thoughts go out to everyone else who have found themselves in the position of lost work & income over the next few months, including all the hard-working touring crew and artists across the live industry. Also, our thoughts are with the venues, the independent companies, cafes, restaurants, record stores – the list is endless. We encourage everyone to support each other, so we can weather this storm.  With regards to the Mexico tour, this is being assessed on a daily basis. If there is any way we can do shows, safely & responsibly, we always will. Individual festivals and shows will have specifics on any rescheduled or cancelled dates and information on refunds and tickets. Huge love and respect goes out to all the support and medical staff in our NHS and emergency services all around the world. And to all the people on the front line in controlling and dealing directly with this unprecedented situation we have found ourselves in.  See you on the other side brothers and sisters.  Joe, Lee, Mark, Dev, Jon, Lucy and Marko xxx  We've rescheduled our North American East Coast and Texas tour dates. Tickets for the original show will be valid at the rescheduled date. If you are unable to attend the rescheduled show you can get a refund at your point of purchase but I would encourage you to be aware that this is a difficult time for concert promoters and venues and to consider reselling your ticket on legitimate fan to fan resale sites as an alternative.  Boston – unfortunately because the shows are put on by different promoters, if you have tickets to the old one and want to come to the rescheduled one you will need to get a refund on your original one and purchase a ticket to the new one. Sorry for the inconvenience. Austin – details about your rescheduled show coming soon. Please stay tuned and hold on to your ticket. Detroit – unfortunately we were unable to reschedule this show. I'm very sorry about this and we'll make it back as soon as possible. Please get a refund at your point of purchase. @kaitlynaurelia will be joining us for all the East Coast dates and @elaminus for the Texas dates. Full details at caribou.fm  COVID-19 UPDATE The science says no large gatherings so unfortunately we’re postponing all April/May shows.  Playing music for y’all means so much to us so we’ll be rescheduling as many shows as we possibly can. Hold onto your tickets as they will be valid for the new dates, otherwise the venues will be offering refunds. We’ll keep you posted. The Astor Theatre are working through refunding tickets to our film, Chunky Shrapnel. We’ll be listening to experts and taking advice about what is best for the human race going forward.  Heaps of new tunes on the way too.  Stay home. Look after each other. “Playing music for y’all means so much to us so we’ll be rescheduling as many shows as we possibly can,” they wrote in a message on March 18. “Hold onto your tickets as they will be valid for the new dates, otherwise the venues will be offering refunds. We’ll keep you posted.”  This shouldn’t come as a surprise to anyone, but we have postponed our tour this March and April in the interests of everyone’s safety. At the moment we are unsure what will happen next (probably as you all are) but will figure things out as we go. Tickets are still on sale for our shows in October, and if you were going to come see us this tour please keep hold of your tickets whilst we are working on replacement shows. We will have news very soon, but you can also get a refund at your point of purchase. 🐍 This is a very weird thing to be unfolding on album release week. If you still want to support us and are able to then please do buy our record and keep listening – there’s a chance we might make it in the charts ☠️ we really, really appreciate all the support so far. 🌞 More info about replacement shows coming when we have it. Stay safe and keep your distance xxx Photo by @fionagarden The 1975 have been forced to cancel their forthcoming outdoor show at London’s Finsbury Park, which was set for July 11. The band say they are now working at arranging a similar show for 2021, with tickets for 2020 set to be refunded. New Order have moved their gig at The O2 in London to 2021 over the coronavirus crisis. Original tickets remain valid for the newly arranged show, but refunds are also available. Organisers have confirmed Boomtown Fair will not go ahead as planned in August. The festival was scheduled to run between August 12-16, but will now return in 2021. Ticketholders “who are in a position to do so” are being asked to “hold off on requesting a refund for as long as possible to safeguard the future of the festival”. Bunbury Festival has cancelled its 2020 edition over the coronavirus pandemic. The festival was scheduled to run from June 5 to 7. Ticketholders will receive full refunds within 30 to 45 days. New York City festival Governors Ball has cancelled its 2020 edition, which was due to run from June 5 to 7. Ticketholders can request a refund or transfer their tickets to the 2021 event. The EDM festival was due to take over the Alpe d’Huez Grand Domaine Ski in France from March 14 to 21, with the likes of Afrojack and Steve Aoki on the bill. The festival is now cancelled with ticketholders offered refunds and discounts on tickets for future editions. The line-up for the Tennessee event boasted artists including Kim Gordon, Thundercat, and Damo Suzuki, but will not go ahead in 2020. Ticketholders can get a full refund or turn their purchase into a tax-deductible donation. The Mighty Hoopla festival was cancelled on April 7, with organisers saying that they “exhausted” every option available to them before “having to accept the decision that was forced upon us”. Mighty Hoopla will return in 2021, though, with the new date set for June 5, 2021. Existing 2020 tickets will be honoured, while refunds are also available. Wide Awake’s inaugural festival in London will now take place in 2021 after plans to launch the event in 2020 were shelved on April 7. “As a new festival, championing independence and the incredible artists on our bill, we want to thank you for your support to date,” Wide Awake said in a statement. “For those who would like to join us next year we will carry your ticket over and we promise to deliver an unforgettable experience of leftfield indie, post punk, electronica, techno, jazz and more that you won’t find anywhere else. If however you do wish to receive a refund you will have the full face-value of your ticket returned to you.” Tickets for this year’s festival will automatically be transferred to 2021, but any ticketholders who can’t attend the 2021 festival will be entitled to a full refund on their ticket and any extras, including boutique camping. Organisers went on to say that they were working closely with ticketing partners to process refunds, but fans would also have the opportunity to carry their ticket over to next year.”  We were holding out hope we wouldn’t have to do this but sadly, due to the current pandemic, we are postponing End of The Road 2020 until 2-5 September 2021.  We’ll miss you all terribly and we can’t wait to see you there. You’ll notice @pixiesofficial, King Krule, @bigthiefmusic, @brighteyesofficial, @littlesimz and @aldousharding have all already promised they’ll be there too! We do need your help right now, more than ever, to keep the independent spirit of EOTR alive so we’re asking you to roll your tickets forward to 2021 if you can. If you need it, and times are hard we know, you are of course entitled to a face-value refund. We’ll be emailing all ticket buyers with full details shortly. Love to you all, Simon and the team at End of The Road More info via the link in our bio.  Amidst the current concern surrounding public wellbeing we wanted to take a moment to address any concerns around this years Field Day and keep you up to date with recent developments. With nearly four months to go, plans are still very much in motion for this year's Field Day to go ahead on July 11th. Whilst we have every hope things will have returned to normal by July, nobody can predict how events will unfold. As such we are working on a contingency plan for alternative dates to ensure the event can still take place later this year. Should it be deemed necessary to reschedule the festival, all tickets will remain valid. Those unable to attend the rescheduled date will be given the option of transferring your ticket to 2021 or obtaining a refund. The safety of our community is our priority and we will continue to monitor the latest advice from health authorities as we move closer to the event date. Work continues on what promises to be an unmissable – and much needed – party this summer and we’ll keep you updated as the situation develops. In the meantime, stay safe and look after yourselves and everyone around you. Field Day x “Should it be deemed necessary to reschedule the festival, all tickets will remain valid. Those unable to attend the rescheduled date will be given the option of transferring your ticket to 2021 or obtaining a refund.”  All major airlines are offering flight changes and refund credits free of charge – if you booked your travel do not dismay. Most of the artists for DS12 have already reconfirmed for the rescheduled dates including Mercury Rev, Twink, Ringo Deathstarr and many more (check our website for updates) tickets will remain on sale for the new dates. Our hearts go out to anyone affected by this health concern and we have been grateful for the support we have already seen by everyone in our community. Our priority is the well being of our patrons, bands, crew and volunteers. We look forward to seeing you all at our new theater in the Fall.  San Bernardino County officially declared a state of emergency this morning. https://www.spin.com/2020/03/desert-stars-festival-postponed-until-september/  It’s with deep regret that in light of current public health concerns, the #bansoffmybody Benefit concert with @ppgnyact due to take place on 3/14 is being postponed. Read more at https://www.thefeministinstitute.org/benefit-concert . . . We have already begun work on rescheduling the event. Tickets purchased will be honored at the rescheduled date, or refunds will be honored at point of purchase . . . In the meantime, thank you for supporting our essential work, and we look forward to fulfilling the goals of the evening as soon as we can responsibly do so All tickets will remain valid for 2021 or fans can seek a refund. Ticket holders can transfer their booking to 2021 or request a full refund.  We are absolutely gutted to announce, that due to the on-going pandemic, Boardmasters can no longer take place this Summer.⁠ ⁠ This is particularly heart-breaking given the events of 2019,  but the safety of everyone involved in the festival as well as the local community in Cornwall comes first. ⁠ ⁠ If you’re a ticket holder, you’ll be able to transfer your booking over to Boardmasters 2021 or request a full refund. ⁠ ⁠ Boardmasters will take place in Newquay on 11-15 August 2021.⁠ ⁠ Read our full statement here at boardmasters.com⁠ ⁠ Boardies HQ x"
"166","16-Mar","Rock The Oceanâ€™s Tortuga Music Festival is now rescheduled for Oct 2:4, 2020 atÂ Fort Lauderdale Beach Park, FL.","R","Tortuga Music Festival","Festival","Yes",NA,NA,NA,"Tortuga Music Festival covid cancel refund","https://support.frontgatetickets.com/s/article/COVID-19-Event-Updates",""
"167","16-Mar","The Hot Country Knights are postponing theirÂ 2020 One Knight Stand tour, which was set to launch next month in California. Refunds for all dates are available at point of purchase.","P","The Hot Country Knights","Country","Yes",NA,NA,NA,"The Hot Country Knights covid cancel refund","https://theboot.com/hot-country-knights-one-knight-stand-tour-postponed/",""
"168","16-Mar","ASCAP canceled their Screen Music Awards, Pop Music Awards and Latin Music Awards, which were scheduled to take place in April and May in Los Angeles.",NA,NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"169","16-Mar","Vanessa Carlton is rescheduling all of herÂ Love Is An Art tourÂ (both the first and second legs) to help limit the instances of group gatherings.Â ""I will not put any of you in a position where you may become sick, so we must postpone our tour,"" she said in a statement. ""But, we are going to do all we can to reschedule these dates, and when we do we'll bring you an epic show!Â Meanwhile wash your hands 9000 times a day. Thank you for your understanding and your support:and be safe!""","R","Vanessa Carlton","Pop","Yes",NA,NA,NA,"Vanessa Carlton covid cancel refund","https://theark.org/shows-events/2020/apr/08/cancelled-vanessa-carlton","This show has been cancelled. Tickets purchased for cancelled events will be refunded at the original point of purchase. For tickets purchased through the Michigan Union Ticket Office in person, by phone or online, your credit card will be automatically refunded. If you purchased in person at The Ark’s box office, please call our office during daytime business hours at 734-761-1800 or email us to facilitate your refund. Please watch for a new date to be scheduled soon."
"170","16-Mar","Just one week into his first:ever solo world tour, Louis Tomlinson canceled the remainder of the UK leg amid coronavirus concerns.Â ""I'm sad to say that we have made the decision to reschedule my UK Tour that was due to start next week,"" Tomlinson tweeted. ""We are working with the promoter and venues to make new plans as soon as possible but these things are taking a little longer at the moment.""","C","Louis Tomlinson","Pop","No",NA,NA,NA,"Louis Tomlinson covid cancel refund","https://www.vulture.com/2020/06/events-cancelled-coronavirus.html",NA
"171","16-Mar","Elton John has postponed hisÂ Farewell Yellow Brick Road tour:: shows from March 26:May 2 have been pushed to 2021.","P","Elton John","Pop","Yes",NA,NA,NA,"Elton John covid cancel refund","https://www.miamiherald.com/news/coronavirus/article242227506.html","In usual times this would mean you hold on to your ticket for the rescheduled date but Ticketmaster would generally not give you a refund. Ticketmaster’s policy was to refund only if a show was canceled. So, Ticketmaster has had to change its refund policy. Ticketmaster, a Live Nation subsidiary, now assures its customers that it will issue refunds for the tens of thousands of events affected by the coronavirus pandemic — and that includes both postponed and canceled shows, Business Insider reports. Some members of Congress — including Rep. William Pascrell, D-N.J., and Katherine Porter, D-Calif. — wrote letters to the ticket giant earlier this month demanding changes in its refund policy, Business Insider reported.  Ticketmaster President Jared Smith, in a letter to Pascrell and Porter and posted publicly, said the company “intends to refund as many tickets as possible in as timely a fashion as is feasible. We are working every day towards that goal.” “Neither our clients, nor Ticketmaster, intend to withhold refunds on postponed shows,” Smith said in his letter on April 17. “In fact, as of today, both Live Nation Entertainment and AEG Live, two of our largest event organizers, have announced they will begin to provide refunds, on a rolling basis, for all events impacted by COVID-19.” If you don’t think you can make it in 2021, for whatever reason, and prefer a refund, you can contact Ticketmaster.com. Follow the instructions on the site’s refund/postponed page or go to your Ticketmaster Account page where you should find the option to request a refund. Ticketmaster’s parent company, Live Nation, recently announced it would give ticket holders 30 days to request a refund once one of the postponed shows sets a new date, USA Today reported. The new policy begins May 1 and includes an option to receive credit to use on future tickets or to donate tickets to healthcare workers. AEG Presents announced a similar 30-day refund program, also starting May 1, USA Today reported.  The policy hasn’t changed regarding canceled shows. Those were, and will remain, automatically refunded."
"172","16-Mar","Frontman Dave Grohl announced that the Foo Fighters are postponing their Van Tour 2020. A few dates have already been rescheduled to later this year.","P","Foo Fighters","Rock","Yes",NA,NA,NA,"Foo Fighters covid cancel refund","https://www.tbarena.com/covid-19/","Monster Jam, April 4-5 (canceled – all tickets will be automatically refunded, no need to do anything.) OVO by Cirque du Soleil, April 15-19 (canceled – all tickets will be automatically refunded, no need to do anything.) Foo Fighters, April 20: rescheduled date is October 9, 2020.  Your ticket will be honored for the rescheduled date.  For any further ticket inquiries, please contact Knoxville Tickets at 865-656-4444.  There will be a refund window from May 1-29 if you are unable to attend the rescheduled date.  Refunds may only be requested during that time by calling the Knoxville Tickets phone center.  Please note, tickets purchased after the rescheduled date was announced will not be eligible for a refund. Lynyrd Skynyrd, September 3, 2020 (canceled – all tickets will be automatically refunded, no need to do anything.)   Chris Stapleton, October 1: rescheduled date is September 23, 2021.  Your ticket will be honored for the rescheduled date.  For any further ticket inquiries, please contact Knoxville Tickets at 865-656-4444.  There will be a refund window from May 18 to June 16, 2020 if you are unable to attend the rescheduled date.  Refunds may only be requested during that time by calling the Knoxville Tickets phone center.  Please note, tickets purchased after the rescheduled date was announced will not be eligible for a refund."
"173","16-Mar","Alanis Morissette will reschedule tour dates inÂ Japan, Manila, Australia and New Zealand.","R","Alanis Morissette","Rock","No",NA,NA,NA,"Alanis Morissette covid cancel refund","https://www.nbcsandiego.com/news/local/concert-ticket-holders-frustrated-with-ticketmaster-refund-policy/2321175/","Aaron Korber paid $350 for two tickets and even purchased ticket insurance, but that was before the pandemic and before he lost his job. Now he says a refund from Ticketmaster is ""All I Really Want."" Out of a job due to COVID-19 and doubtful the show will go on, Korber is still waiting for a refund from Ticketmaster. Under Ticketmaster's policy, customers receive a refund whenan event is canceled, or only after the event organizer postpones orreschedules a show. “Refund all these tickets. I understand their point of viewsaying it’s up to the artist. But if they know obviously the shows aren’t gonnaproceed as scheduled, they should do the right thing, and refund all thetickets,” said Korber. “For the 30,000 events that have already been postponed or canceled as a result of COVID-19, we have already sent more than $2 billion to event organizers, making it impossible to issue refunds to fans before recouping sales receipts from the organizers, as we’ve done in the past. To be clear, Ticketmaster intends to refund as many tickets as possible in as timely a fashion as is feasible. We are working every day towards that goal.”"
