"date","text"
"March 11","Papa Roach canceled shows in Paris, Tilburg, Düsseldorf, Hamburg and Copenhagen due to government restrictions on public gatherings. At press time the dates have not yet been rescheduled."
"March 11","Pearl Jam hosted a fan FAQ on their tour postponement, explaining, ""We have been through a lot as a band over the past 30 years and we did not make this decision lightly. Our team worked tirelessly to see if we could keep the tour going. It became clear by Monday afternoon that we would not be able to: in good conscience: head out on the road. Even though our gear was already en route and our crew was on the ground for rehearsals, we made the difficult decision to postpone. We wanted you all to know as soon as we knew so you could make your own plans."" The band also explained if original tickets will be honored, whether anyone in the band is infected (they're not) and if it will affect the March 27 Gigaton album release date (it won't)."
"March 11","Iconic D.C. rock venue 9:30 Club has joined Lincoln Theater, the Anthem and other Washington venues in canceling shows until at least March 31 after the city's health department recommends calling off gatherings of 1,000 people or more."
"March 11","Reunited prog rockers Yes canceled shows in Florida and their Cruise to the Edge appearance. ""Although YES performs with the spirit that 'the show must go on,’ we’ve reached the point where various factors require us to cancel our forthcoming U.S. dates and cancel our appearances on the 7th ‘Cruise To The Edge,'"" wrote guitarist Steve Howe of the event slated to feature Marillion, Saga, Kings X, Gong and others. ""We are full of regret, as we’ve been preparing for these shows with maximum excitement. Running a relatively large show aided by our 12:piece crew and full production requires insurance coverage, which is currently unavailable to us for a variety of reasons beyond our control."" Cruise to the Edge is still slated to leave the port of Miami on March 27 without Yes."
"March 11","Metal band Machine Head postponed the second European leg of their 25th anniversary tour, which was scheduled to take off in Zaragoza, Spain, on April 19. ""It is with heavy heart that we must announce the postponement of our upcoming EU/UK tour in support of the 25th anniversary of Burn My Eyes,"" they wrote. ""As residents of the Bay Area, we’ve been hit hard and have witnessed firsthand what has been going on. Public gatherings of more than 1000 have been banned in San Jose, and events in downtown San Francisco including major concerts and conferences have been shut down."""
"March 11","Under order from the Colombian officials banning gatherings of 1,000 or more, Juanes postponed a planned Para Todos show on March 14 in Bogota."
"March 11","They Might Be Giants have pushed all March and April shows in New York, Philadelphia and Washington, D.C. to the end of the year. ""It is our hope the 4.30 Boston show and May shows can proceed as planned, but only time will tell,"" they told fans."
"March 11","Boise, Idaho's Treefort Music Fest postponed this year's event from March 25:29 until Sept. 23:27. ""With support from The City of Boise and Central District Health, postponing the festival is the best option for the Treasure Valley, the far:reaching Treefort community and the individuals and organizations that support Treefort Music Fest,"" the fest wrote. Among the acts on this year's lineup are: Japanese Breakfast, Chromatics, Grouplove, Tennis, Calexico and Built to Spill."
"March 11","TMZ reported that the final live auditions in Charlotte on Friday (March 13) and New York on March 21 for the reboot of Making the Band have been canceled. ""As a precautionary measure to ensure the health of our production crew, talent and aspiring artists, all public auditions for MTV’s Making the Band in Charlotte, NC on March 13:14 and New York City on March 21:22 have been canceled,"" read a statement. ""Safety remains our utmost priority, and we’re continuing to defer to health officials and the CDC for guidance."" The show is still accepting auditions online."
"March 11","Reunited riot grrrl band Bikini Kill have postponed their planned tour of the the northwest, which was slated to kick off on Friday (March 13) with a two:night stand in Olympia, Washington. ""We take the health and safety of our supporters, crew and opening bands very seriously, and given the situation in Seattle as well as the lack of information about the actual infection rate of the surrounding areas, it doesn’t make sense for us to go forward with any of the shows in the region,” the band tweeted. Though the shows will not go on for now, the band asked fans to donate to the Interfaith Works Emergency Overnight Shelter, which was to be the beneficiary of their Olympia shows."
"March 11","Niall Horan's Helpful Honda SoundSpace show performance on Friday (March 13) has been canceled."
"March 10","Miley Cyrus canceled her trip to Australia for the World Tour Bushfire Relief concert, due to concerns relating to the coronavirus outbreak. Lil Nas X, The Veronicas and Seb Fontaine were also booked for the now-canceled concert, originally scheduled for Friday (March 13) in Melbourne."
"March 10","RuPaul's DragCon LA announced that the planned convention set to take place on May 1, 2 and 3 has been canceled. In a statement posted on their website, DragCon made clear that the cancellation was due directly to the outbreak of COVID:19, and that the ""health and safety"" of fans and queens must come first."
"March 10","Pentatonix announced that their world tour, scheduled to kick off on March 16 in Warsaw, Poland, will no longer happen. ""Despite our best efforts and intentions, it is, simply, no longer possible for us to execute this tour the way we want to: safely, confidently and completely,"" their statement read. The group went on to note that they are working on rescheduling dates."
"March 10","Carlos Santana, who was ready to launch his Miraculous 2020 world tour on March 17 in Krakow, Poland, postponed his tour dates."
"March 10","Planned Parenthood of Greater New York was scheduled to join The Feminist Institute in a ""Bans Off My Body"" benefit concert on March 14, for gender equality and access to sexual and reproductive health care. However, due to the rapid spread of the coronavirus, the event has been canceled."
"March 10","Though they didn't mention COVID:19, EDM duo Disclosure announced the postponement of their intimate U.S. DJ tour just two days after rolling out the dates due to ""unforeseen circumstances."" ""We feel it's for the best to reschedule all of these club sets when we can play them all properly,"" they wrote."
"March 10","Sammy Hagar posts a video message to fans announcing the cancelation of his South American tour with The Circle."
"March 9","Madonna's Madame X Tour has come to an abrupt halt due to new restrictions on public gatherings implemented in France amid the COVID-19 virus spread.""Following official notification from the Office of the Police this morning prohibiting all events with an audience attendance of over 1000, Live Nation regrets to announce the final two Madame X performances previously re-scheduled to 10-March and 11-March are forced to be cancelled,"" reads a note on Madonna's site."
"March 9","Pearl Jam was scheduled to kick off its North American tour on March 18, but the four:month long run is postponed amid coronavirus fears."
"March 9","The 2020 editions of Coachella and Stagecoach will need to be moved to later this year, or canceled altogether, admit organizers Goldenvoice."
"March 9","Though they are forging ahead with their End of the Road tour, Kiss manager Doc McGhee tells Blabbermouth that the band's members have been advised to temporarily scrap all fan backstage meet:and:greet events."
"March 9","Poison singer Bret Michaels, 56, has pulled out of The 80s Cruise, on which he was slated to play on March 13 and 14. ""As of Sunday March 8, 2020 it has been advised by the Centers for Disease Control that cruise ship travel be deferred for those with compromised immune systems,"" read a statement on the singer's site. ""Bret Michaels, a lifelong type 1 Diabetic, falls under the category of those that run the extreme high risk of contracting this illness. Even if this illness is not contracted by Bret, he runs the risk of being quarantined on the ship with fellow music fans that might fall ill."""
"March 9","Marc Anthony and Henry Cárdenas’s annual Maestro Cares fundraising gala has been postponed. The “Changing Lives, Building Dreams” gala, which was celebrating its ninth annual event March 12 in New York City, has been postponed. A new date is expected to be announced soon."
"March 9","The American Society of Composers, Authors and Publishers has canceled this year’s 15th annual ASCAP Experience music conference over concerns about the spreading coronavirus. “Out of consideration for the health and safety of our members and all other participants, and due to rising concerns about the spread of COVID:19 (coronavirus), the determination has been made to cancel the 2020 ASCAP Experience,” said the organization in a statement."
"March 9","Ultra Abu Dhabi:: the Middle Eastern edition of the Miami:based festival:: has been canceled. It was set to happen March 5:6."
"March 9","Mariah Carey has postponed her Honolulu date until November. ""I was so excited to come back to Hawaii on my 'anniversary month' but evolving international travel restrictions force us to consider everyone's safety and well being,"" Carey wrote on Instagram."
"March 9","British singer Yungblud called off a tour slated to kick off in South Korea, as well as shows in Japan, Hong Kong, the Philippines and Singapore, according to NME. “At first I was going to say, ‘F::k it’ and come, but we have been advised again to seriously not,” the singer reportedly explained in an Instagram story."
"March 8","Richard Marx rescheduled his first European tour in nearly a decade, pushing it from the spring to the fall due to the global health crisis. “We all decided that it was for everyone’s own good, it was for the best interest of the health of everyone I’m counting on to come see me play,"" he said in a video announcing the news. ""I’m super bummed, selfishly. I was really, really excited about this tour…Every show was sold out. I haven’t played in Europe in eight or nine years at least. The fact you guys supported this tour the way you did made me even more excited to play."""
"March 7","1980s ""Take On Me"" band A-ha canceled its Japanese tour, saying it will be rescheduled at a later date. ""We were really looking forward to seeing our fans & friends in Asia, but the safety of our fans has to come first of course,"" they write. The affected dates include early March gigs in Tokyo, Fukuoka and Nagoya."
"March 7","Ciara postponed a performance at the USO Fort Hood slated for March 19. The 34:year:old singer, who is pregnant, said, ""With the continued spread of the coronavirus throughout the U.S., as a pregnant woman, my doctors have advised me to limit travel and large group gatherings,” in a statement according to the Associated Press. “I am disappointed I won’t be able to return this month to the place where I was born, Ft. Hood Texas, and put on the amazing show we had planned.” The show is now slated to take place later this year."
"March 7","Country band Old Dominion pulled out of their planned appearances at the Country Country festivals in the UK. ""After much consideration, we have decided to withdraw from our upcoming performances as part of the @c2cfestival in Berlin, Amsterdam, Dublin, London, and Glasgow,” the band wrote. ""We are so sorry to disappoint our fans overseas; however, with the growing uncertainty and unpredictable nature of the virus that is spreading throughout the world, the safety and security of our entire team is the top priority."""
"March 6","In a major blow to the Austin, Texas music community, the 2020 SXSW festival hascanceled its entire event. The loss of the interactive, film and music events with an estimated $356 million economic impact on the city comes after Austin's Mayor, Steve Adler, declared a local disaster due to COVID-19 fears. It marks the first cancelation of the entire event in its 34-year history."
"March 5","Louis Tomlinson tweeted to fans that the President of the Council of Ministers had decreed that his March 11 show at the Fabrique in Milan has been called off."
"March 5","Queen and Adam Lambert notified fans that the group's planned May 26 show at the AccorHotels Arena in Paris has been postponed ""following a government decree in France to cancel all indoor events over 5,000 capacity in France until 31st May in an effort to contain the spread of Coronavirus."" The band said they are working with the promoter to reschedule the date and will announce a new one soon."
"March 5","Organizers of Tomorrowland Winter in France announced that they have canceled the 2020 winter edition of  the electronic dance music festival due to health concerns connected with the spread of COVID:19, the respiratory illness caused by the coronavirus. Tomorrowland Winter 2020 was set to run March 14:21 at the French alpine ski resort of Alpe d’Huez Grand Domaine Ski."
"March 4","Ultra Music Festival's flagship Miami festival scheduled for March 20-22 has been called off, according to city officials."
"March 4","Slipknot postponed a planned Asian tour slated to kick off on March 20 with the two:night Knotfest, while fellow hard rockers Whitesnake, Sons of Apollo and the Michael Schenker Fest all canceled dates too."
"March 4","As a result of Apple pulling out of this year's SXSW festival:: along with Twitter, Amazon, TikTok, Facebook and other major companies:: Spike Jonze's Beastie Boys Story documentary is not slated to premiere at the event. Nine Inch Nails has also dropped out of the film portion of the annual fest in Austin, Texas, tweeting, ""We're sorry we won't be giving our Watchmen keynote at SXSW this year (because we had some surprises in store!) However, it was the right decision."""
"March 3","Maluma has postponed his upcoming concert in Milan amid the outbreak in Italy."
"March 2","Wolf Parade canceled European and U.K. dates for the tour supporting their latest album, Thin Mind. The first show was scheduled for Mar. 2 in the Netherlands."
"March 2","Lacuna Coil canceled their tour of Asia and Australia. ""Our home region of Lombardia, Italy, is in the midst of a coronavirus outbreak,"" a statement reads. ""Everyone’s health and safety must come first and this includes our fans."""
"March 2","The National canceled their March 17 and 18 shows in Tokyo for ""the interest of public safety."" In an online statement, The National said, ""We look forward to returning in the future and performing for our friends in Japan."" The group was set to see support from Phoebe Bridgers."
"March 1","Set It Off called off dates in Asia on Sunday, ""due to unforeseen circumstances and for everyone's safety."" The band also canceled their opening slots for Jimmy Eat World on March 12 and 13 in Manilla and Singapore, respectively."
"Feb 29","Avril Lavigne was set to begin the Asian leg of her Head Above Water World Tour in Shenzhen, China, on April 23, but the ""Sk8er Boi"" singer announced the 12-date trek would not be happening.  ""Please everybody take care of yourselves and stay healthy,"" she wrote. ""You're in my thoughts and prayers and we are hoping to announce rescheduled shows soon."""
"Feb 28","Green Day postponed their tour of Asia ""due to the health + travel concerns with coronavirus,"" a statement from the band reads. The Bay Area trio vow to announce new dates soon."
"Feb 28","Ben Harper and the Innocent Criminals took to social media to announce the cancellation of their March 2:5 tour dates in Japan. Harper took to Twitter to say, ""Most importantly we are wishing well to all those affected. We apologize to our fans in Japan for this inconvenience and we hope to reschedule soon."""
"Feb 27","BTS canceled several concerts planned in Korea due to the global coronavirus outbreak, according to a post on the group's mobile fan platform Weverse (via Twitter). “It is unavoidable that the concert must be canceled without further delay,” reads the post, which was originally written in Korean and translated by Variety. “Please understand that this decision was made after extensive and careful consideration.”"
"Feb 27","The National Symphony Orchestra canceled the five remaining performances in Japan of its Asian tour, originally scheduled to run to eight dates."
"Feb 26","New Order scrapped shows in Tokyo and Osaka. ""With the ongoing coronavirus outbreak, we are concerned about the potential quarantine we may face affecting further shows and appearances,"" a statement from the British band reads. ""We would also hate to risk our fan’s health or the of risk spreading the virus on our return."""
"Feb 25","The Korea Times Music Festival announced that its concert scheduled for April 25 at the Hollywood Bowl in Los Angeles ""has provisionally been postponed due to the increasing uncertainty threat of coronavirus."" The annual musical festival, which is in its 18th year, had already announced the likes of K-pop girl group MOMOLAND, solo singer and former Wanna One member Ha Sungwoon and rock band No Brain."
"Feb 25","Testament, Exodus and Death Angel's The Bay Strikes Back show at the Trezzo Live Club in Milan, Italy has been scrapped due concerns over the coronavirus outbreak. ""Regarding the epidemic situation, our personal conviction is that the infection does not stop by stopping only the entertainment, sport and culture, instead leaving free access to shopping centers, supermarkets, shops, banks, public transport and offices,"" a statement read. ""It is a virus that has reached every corner of the globe and is transmitted even just by walking, but which fortunately has a very limited incidence of danger."""
"Feb 23","English singer Mabel canceled her Feb. 24 concert at the Magazzini Generali venue in Milan. Mabel took to social media on Feb. 23 to state “Due to recent events concerning the Coronavirus in Italy, we’ve been advised by the Minister of Health and the President of the Lombardy region not to go ahead with tomorrow’s show in Milan.”"
"Feb 20","Australian pop artist Ruel postponed the Asian leg of his Free Time World Tour to September 2020 ""as a result of the coronavirus,"" reads a statement posted to his social media accounts."
"Feb 18","Promoter Live Nation Japan announced that Ari Lennox needed to cancel her March 3 performance at WWW X Tokyo due to travel restrictions in several Asian countries."
"Feb 14","R&B artist Khalid postponed his Asian tour dates citing concerns for “the safety of Khalid's fans, his team and everyone who has been working on these concerts.” Khalid was set to perform in Bangkok, Singapore, Jakarta, Manila, Kuala Lumpur, Tokyo, Seoul, Mumbai and Bangalore between March 24- April 14."
"Feb 13","U.K. grime rapper Stormzy announced on Feb. 13 that he would be postponing a scheduled Asian tour due to fears over the coronavirus. The rapper had been scheduled to perform in Japan, China and Korea between March 27-29."
"Feb 9","Seventeen's high-profile Ode to You world tour has canceled all of its upcoming dates in February and March."
"Feb 6","K-pop superstar Taeyeon canceled two concerts in Bangkok over health concerns. Taeyeon had been set to perform at Thunder Dome Muang Thong Thani between Feb 22-23."
"Feb 5","The Philharmonic Society of Orange County in Southern California canceled its Feb. 5 Chinese New Year Celebration concert by the Shanghai Chinese Orchestra in light of the coronavirus epidemic citing “concerns expressed by community members.”"
"Feb 4","Taiwanese singer Jolin Tsai postponed her show March 7 performance in China."
"Feb 4","The National Symphony Orchestra called off shows in Beijing on March 13 and 14, and one in Shanghai on March 17."
"Feb 4","The Hong Kong Philharmonic Orchestra's tour to Japan and Korea has also been postponed. The tour was originally scheduled to run between March 5:13 with stops at Osaka Symphony Hall, Tokyo Suntory Hall, Deajeon Arts Center, Seoul Arts Center, Chuncheon Culture & Art Center, and Gwangju Culture & Art Center."
"Feb 2","South Korean girl group GFriend decided to hold their Feb. 3 showcase without an audience due to concerns about coronavirus. The event was instead streamed for fans on Feb. 3."
"Feb 2","Agency YG Entertainment announced the cancellation of both WINNER's Feb. 8 concert in Singapore and AKMU's Feb. 8 and 9 concert dates in Changwon."
"Jan 31","Three stops on GOT7’s world tour “Keep Spinning” tour were postponed including their concerts in Bangkok planned for Feb. 15 and 16 at Rajamangala National Stadium and a concert in Singapore planned for Feb. 22."
"Jan 31","K:pop group TWICE’s Tokyo fan signing events set to be held on Feb. 1 and 2 were canceled."
"Jan 31","The inaugural C.E.A. (Charming Eastern Awakening) Fest at Joy Park in Chengdu in China scheduled for April 18:19 is canceled. The event was set to headlining performances from Martin Garrix and Dimitri Vegas & Like Mike."
"Jan 30","NCT Dream’s promoter One Production announced the cancellation of the group’s two shows in Macau, China, on Feb. 7 and 8 and their Feb. 15 concert in Singapore."
"Jan 30","The Boston Symphony Orchestra announced the cancellation of its Asia tour. The orchestra had been scheduled to go on a four:city tour that included Seoul in South Korea, Taipei in Taiwan and Shanghai and Hong Kong in China from Feb. 6 to 16."
"Jan 28","Cantopop singer Leon Lai postponed his two shows in Macau, China. Lai’s Leon Metro Live 2.0 concerts were originally slated for Jan. 31 and Feb. 1 at Studio City Event Centre."
"Jan 28","Promoter Live Nation announced the postponement of Miriam Yeung's Feb. 8 concert in Singapore. The show, which was slated to take place at the Singapore Indoor Stadium, is postponed indefinitely, due to the travel and freight conditions in China."
"Jan 28","American rock band X Ambassadors took to social media to announce that their Feb. 14 and 15 shows in Shanghai and Chengdu, respectively, were canceled."
"Jan 27","Japanese rock group Suchmos canceled a slate of dates in China that were scheduled between Feb. 7-11. The group said that they hoped to play dates in China as soon as possible."
"Jan 26","Canto-pop singer Andy Lau canceled 12 concerts scheduled throughout February at the Hong Kong Coliseum. The My Love Andy Lau World Tour Hong Kong 2020 was scheduled to start on Feb. 15 and end on Feb. 28. Lau said in a statement, “Sorry about this. I wish that everyone will remain healthy. And that we get through this difficulty together."" According to the South China Morning Post, more than 100,000 fans will be impacted by the cancellations."
"Jan 24","The Chinese government has closed the Mercedes-Benz Arena indefinitely. The venue's promoter and its joint-venture partner, a media group owned by the Shanghai government, have postponed over a dozen shows until the virus is contained."
